product_group,Código,Designação,TUnd,source_file
Atorvastatina,5313275,"Atorvastatina Sandoz MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",125.0,genericos.csv
Atorvastatina,5313325,"Atorvastatina Sandoz MG, 40 mg Blister 28 Unidade(s) Comp revest pelic...[28]",124.0,genericos.csv
Atorvastatina,5642848,"Atorvastatina Zentiva MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",121.0,genericos.csv
Atorvastatina,5069422,"Atorvastatina Farmoz MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",107.0,genericos.csv
Atorvastatina,5260559,"Atorvastatina Azevedos MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",98.0,genericos.csv
Atorvastatina,5061064,"Atorvastatina Tecnigen MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",98.0,genericos.csv
Atorvastatina,5863311,"Atorvastatina Tolife MG, 10 mg Blister em dose unitária 56 Unidade(s) Comp revest pelic...[56]",84.0,genericos.csv
Atorvastatina,5260575,"Atorvastatina Azevedos MG, 40 mg Blister 28 Unidade(s) Comp revest pelic...[28]",74.0,genericos.csv
Atorvastatina,5069224,"Atorvastatina Ocram MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",69.0,genericos.csv
Atorvastatina,5642830,"Atorvastatina Zentiva MG, 40 mg Blister 28 Unidade(s) Comp revest pelic...[28]",64.0,genericos.csv
Atorvastatina,5678776,"Atorvastatina Ciclum MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",55.0,genericos.csv
Atorvastatina,5806948,"Atorvastatina Aurobindo MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",32.0,genericos.csv
Atorvastatina,5783956,"Atorvastatina Aurovitas MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",32.0,genericos.csv
Atorvastatina,5642863,"Atorvastatina Zentiva MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",22.0,genericos.csv
Atorvastatina,5863345,"Atorvastatina Tolife MG, 80 mg Blister em dose unitária 28 Unidade(s) Comp revest pelic...[28]",21.0,genericos.csv
Atorvastatina,5069273,"Atorvastatina Ocram MG, 40 mg Blister 28 Unidade(s) Comp revest pelic...[28]",20.0,genericos.csv
Atorvastatina,5129622,"Atorvastatina Upjohn MG, 20 mg Blister 56 Unidade(s) Comp revest pelic...[56]",15.0,genericos.csv
Atorvastatina,5800115,"Atorvastatina Generis Phar MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",14.0,genericos.csv
Atorvastatina,5060769,"Atorvastatina Tetrafarma MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",14.0,genericos.csv
Atorvastatina,5877733,"Atorvastatina + Ezetimiba Sandoz Farmacêutica MG, 40 mg + 10 mg Blister 30 Unidade(s) Comp revest pelic...[30]",13.0,genericos.csv
Atorvastatina,5806963,"Atorvastatina Aurobindo MG, 40 mg Blister 28 Unidade(s) Comp revest pelic...[28]",11.0,genericos.csv
Atorvastatina,5783949,"Atorvastatina Aurovitas MG, 10 mg Blister 50 Unidade(s) Comp revest pelic...[50]",10.0,genericos.csv
Atorvastatina,5877675,"Atorvastatina + Ezetimiba Sandoz Farmacêutica MG, 10 mg + 10 mg Blister 30 Unidade(s) Comp revest pelic...[30]",9.0,genericos.csv
Atorvastatina,5060801,"Atorvastatina Tetrafarma MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",6.0,genericos.csv
Atorvastatina,5260542,"Atorvastatina Azevedos MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",5.0,genericos.csv
Atorvastatina,5900105,"Atorvastatina Mylan MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",5.0,genericos.csv
Atorvastatina,5317052,"Atorvastatina Teva MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",5.0,genericos.csv
Atorvastatina,5434857,"Atorvastatina Mylan MG, 10 mg Frasco 56 Unidade(s) Comp revest pelic...[56]",4.0,genericos.csv
Atorvastatina,5434923,"Atorvastatina Mylan MG, 40 mg Frasco 28 Unidade(s) Comp revest pelic...[28]",3.0,genericos.csv
Atorvastatina,5416664,"Atorvastatina Ratiopharm MG, 20 mg Blister 28 Unidade(s) Comp revest pelic...[28]",2.0,genericos.csv
Atorvastatina,5317037,"Atorvastatina Teva MG, 10 mg Blister 56 Unidade(s) Comp revest pelic...[56]",2.0,genericos.csv
